Job_ID,Job_Role,Skills,Skill_Count,Experience,Experience_Level,Target_Students,Domain,Source,Companies,Projects,Salary_Range,Salary_Min,Salary_Max,Salary_Avg,Has_Salary_Data,Embedding_Text
133,Web Developer,"HTML, CSS, JavaScript, React, Node.js, Bootstrap, Responsive Design, Git, REST APIs, Debugging, Cross-browser Testing, Problem Solving",12,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Web Developer. Skills: HTML, CSS, JavaScript, React, Node.js, Bootstrap, Responsive Design, Git, REST APIs, Debugging, Cross-browser Testing, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
134,Cloud Engineer,"AWS Basics, Azure, GCP, Linux, Networking, Security Fundamentals, Virtualization, DevOps Basics, Docker, Kubernetes, Scripting, Monitoring, Problem Solving",13,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Cloud Engineer. Skills: AWS Basics, Azure, GCP, Linux, Networking, Security Fundamentals, Virtualization, DevOps Basics, Docker, Kubernetes, Scripting, Monitoring, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
135,Cybersecurity Intern,"Ethical Hacking, Network Security, Python, Penetration Testing, Vulnerability Assessment, Firewalls, Linux, Cryptography Basics, Malware Analysis, Incident Response, Problem Solving",11,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Cybersecurity Intern. Skills: Ethical Hacking, Network Security, Python, Penetration Testing, Vulnerability Assessment, Firewalls, Linux, Cryptography Basics, Malware Analysis, Incident Response, Problem Solving. Experience: Entry-level (0-2 years). Domain: Research"
136,Robotics Intern,"Arduino, Raspberry Pi, Python, C/C++, Sensors, Motors, Circuit Design, Embedded Systems, Robotics Algorithms, Control Systems, Debugging, CAD, Problem Solving",13,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Robotics Intern. Skills: Arduino, Raspberry Pi, Python, C/C++, Sensors, Motors, Circuit Design, Embedded Systems, Robotics Algorithms, Control Systems, Debugging, CAD, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
137,Environmental Researcher,"GIS, Data Collection, Soil Testing, Water Quality Analysis, Report Writing, Statistical Analysis, Research Methodology, Fieldwork, Problem Solving",9,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Environmental Researcher. Skills: GIS, Data Collection, Soil Testing, Water Quality Analysis, Report Writing, Statistical Analysis, Research Methodology, Fieldwork, Problem Solving. Experience: Entry-level (0-2 years). Domain: Research"
138,Biomedical Intern,"MATLAB, Circuit Design, Bioinstrumentation, Signal Processing, Data Analysis, Lab Safety, Microcontrollers, Biomedical Sensors, Documentation, Problem Solving",10,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Biomedical Intern. Skills: MATLAB, Circuit Design, Bioinstrumentation, Signal Processing, Data Analysis, Lab Safety, Microcontrollers, Biomedical Sensors, Documentation, Problem Solving. Experience: Entry-level (0-2 years). Domain: Medical"
139,Pharma Intern,"Lab Techniques, Sample Analysis, Chemical Handling, Documentation, Safety Protocols, Quality Control, Equipment Handling, Problem Solving",8,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Pharma Intern. Skills: Lab Techniques, Sample Analysis, Chemical Handling, Documentation, Safety Protocols, Quality Control, Equipment Handling, Problem Solving. Experience: Entry-level (0-2 years). Domain: Medical"
140,Nursing Intern,"Patient Care, Vital Signs Monitoring, Basic Pharmacology, Hygiene, Communication, Record Keeping, Empathy, Basic Clinical Procedures",8,Beginner,0.0,School,Medical,XLSX,,,,0,0,0,False,"Job Role: Nursing Intern. Skills: Patient Care, Vital Signs Monitoring, Basic Pharmacology, Hygiene, Communication, Record Keeping, Empathy, Basic Clinical Procedures. Experience: Beginner. Domain: Medical"
141,Lab Assistant,"Observation, Basic Experiment Handling, Recording, Safety Protocols, Equipment Cleaning, Note-taking, Attention to Detail",7,Beginner,0.0,School,Medical,XLSX,,,,0,0,0,False,"Job Role: Lab Assistant. Skills: Observation, Basic Experiment Handling, Recording, Safety Protocols, Equipment Cleaning, Note-taking, Attention to Detail. Experience: Beginner. Domain: Medical"
142,STEM Club Intern,"Basic Coding, Science Experiments, Robotics, Logical Thinking, Problem Solving, Creativity, Communication, Teamwork",8,Beginner,0.0,School,Technical,XLSX,,,,0,0,0,False,"Job Role: STEM Club Intern. Skills: Basic Coding, Science Experiments, Robotics, Logical Thinking, Problem Solving, Creativity, Communication, Teamwork. Experience: Beginner. Domain: Technical"
143,Graphic Designer,"Photoshop, Illustrator, Figma, Typography, Color Theory, Branding, Layout Design, UI/UX Basics, Creativity, Attention to Detail",10,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Graphic Designer. Skills: Photoshop, Illustrator, Figma, Typography, Color Theory, Branding, Layout Design, UI/UX Basics, Creativity, Attention to Detail. Experience: Entry-level (0-2 years). Domain: Non-Technical"
144,Animation Intern,"Adobe Animate, Blender, Storyboarding, Creativity, 2D/3D Animation, Timing, Character Design, Video Editing, Teamwork",9,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Animation Intern. Skills: Adobe Animate, Blender, Storyboarding, Creativity, 2D/3D Animation, Timing, Character Design, Video Editing, Teamwork. Experience: Entry-level (0-2 years). Domain: Non-Technical"
145,Digital Marketing Intern,"SEO, Google Analytics, Content Creation, Social Media Management, Copywriting, Excel, Email Marketing, Basic Design Tools, Creativity, Communication",10,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Digital Marketing Intern. Skills: SEO, Google Analytics, Content Creation, Social Media Management, Copywriting, Excel, Email Marketing, Basic Design Tools, Creativity, Communication. Experience: Entry-level (0-2 years). Domain: Non-Technical"
146,Content Writer,"Creative Writing, Research, Grammar, SEO, Blogging, Proofreading, Communication, Editing, Storytelling, Time Management",10,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Content Writer. Skills: Creative Writing, Research, Grammar, SEO, Blogging, Proofreading, Communication, Editing, Storytelling, Time Management. Experience: Entry-level (0-2 years). Domain: Non-Technical"
147,Finance Intern,"Accounting, Financial Analysis, Excel, Reporting, Bookkeeping, Data Entry, MS Office, Problem Solving, Communication",9,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Finance Intern. Skills: Accounting, Financial Analysis, Excel, Reporting, Bookkeeping, Data Entry, MS Office, Problem Solving, Communication. Experience: Entry-level (0-2 years). Domain: Finance"
148,Investment Analyst,"Financial Modeling, Valuation, Excel, Market Research, Accounting, Corporate Finance, PowerPoint, Reporting, Critical Thinking",9,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Investment Analyst. Skills: Financial Modeling, Valuation, Excel, Market Research, Accounting, Corporate Finance, PowerPoint, Reporting, Critical Thinking. Experience: Entry-level (0-2 years). Domain: Finance"
149,HR Intern,"HR Policies, Recruitment Basics, Communication, MS Office, Resume Screening, Employee Engagement, Time Management, Documentation",8,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: HR Intern. Skills: HR Policies, Recruitment Basics, Communication, MS Office, Resume Screening, Employee Engagement, Time Management, Documentation. Experience: Entry-level (0-2 years). Domain: Non-Technical"
150,AI/ML (School),"Scratch, Python Basics, Logical Thinking, Creativity, Problem Solving, Algorithmic Thinking, Teamwork",7,Beginner,0.0,School,Technical,XLSX,,,,0,0,0,False,"Job Role: AI/ML (School). Skills: Scratch, Python Basics, Logical Thinking, Creativity, Problem Solving, Algorithmic Thinking, Teamwork. Experience: Beginner. Domain: Technical"
151,Drone Engineer,"CAD, Arduino, Motors, Sensors, Flight Dynamics, Python, Embedded Systems, Control Systems, Debugging, Teamwork, Problem Solving",11,Entry-level (0-2 years),1.0,College,Aerospace,XLSX,,,,0,0,0,False,"Job Role: Drone Engineer. Skills: CAD, Arduino, Motors, Sensors, Flight Dynamics, Python, Embedded Systems, Control Systems, Debugging, Teamwork, Problem Solving. Experience: Entry-level (0-2 years). Domain: Aerospace"
152,Aerodynamics Researcher,"CFD, MATLAB, Aerodynamics Principles, Data Analysis, Simulation, Problem Solving, Report Writing, Experimental Design",8,Entry-level (0-2 years),1.0,College,Aerospace,XLSX,,,,0,0,0,False,"Job Role: Aerodynamics Researcher. Skills: CFD, MATLAB, Aerodynamics Principles, Data Analysis, Simulation, Problem Solving, Report Writing, Experimental Design. Experience: Entry-level (0-2 years). Domain: Aerospace"
153,Accounting Intern,"MS Excel, Accounting Principles, Financial Reporting, Bookkeeping, Ledger Management, Documentation, Attention to Detail",7,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Accounting Intern. Skills: MS Excel, Accounting Principles, Financial Reporting, Bookkeeping, Ledger Management, Documentation, Attention to Detail. Experience: Entry-level (0-2 years). Domain: Finance"
154,UX Researcher,"Figma, Wireframing, Prototyping, Usability Testing, Research Methods, User Interviews, Communication, Analysis, Reporting",9,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: UX Researcher. Skills: Figma, Wireframing, Prototyping, Usability Testing, Research Methods, User Interviews, Communication, Analysis, Reporting. Experience: Entry-level (0-2 years). Domain: Non-Technical"
155,Fullstack Developer,"HTML, CSS, JavaScript, React, Node.js, SQL, REST APIs, Git, Testing, Debugging, Problem Solving, Agile Basics",12,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Fullstack Developer. Skills: HTML, CSS, JavaScript, React, Node.js, SQL, REST APIs, Git, Testing, Debugging, Problem Solving, Agile Basics. Experience: Entry-level (0-2 years). Domain: Technical"
156,Mechanical Designer,"AutoCAD, SolidWorks, CAD Modelling, Material Knowledge, Manufacturing Basics, Problem Solving, MATLAB, Teamwork",8,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Mechanical Designer. Skills: AutoCAD, SolidWorks, CAD Modelling, Material Knowledge, Manufacturing Basics, Problem Solving, MATLAB, Teamwork. Experience: Entry-level (0-2 years). Domain: Technical"
157,Electrical Designer,"Circuit Design, AutoCAD Electrical, MATLAB, Electronics Testing, Troubleshooting, Problem Solving, Documentation",7,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Electrical Designer. Skills: Circuit Design, AutoCAD Electrical, MATLAB, Electronics Testing, Troubleshooting, Problem Solving, Documentation. Experience: Entry-level (0-2 years). Domain: Technical"
158,Chemical Engineer,"Process Design, Lab Safety, Chemical Calculations, MATLAB, Problem Solving, Quality Control, Documentation, Teamwork",8,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Chemical Engineer. Skills: Process Design, Lab Safety, Chemical Calculations, MATLAB, Problem Solving, Quality Control, Documentation, Teamwork. Experience: Entry-level (0-2 years). Domain: Technical"
159,Agriculture Intern,"Soil Testing, Irrigation, Crop Science, Data Collection, Pest Management, Farm Tools, Documentation, Problem Solving",8,Entry-level (0-2 years),1.0,College,Agriculture,XLSX,,,,0,0,0,False,"Job Role: Agriculture Intern. Skills: Soil Testing, Irrigation, Crop Science, Data Collection, Pest Management, Farm Tools, Documentation, Problem Solving. Experience: Entry-level (0-2 years). Domain: Agriculture"
160,Horticulture Intern,"Plant Biology, Soil Testing, Irrigation Techniques, Garden Tools, Pest Control, Documentation, Observation, Problem Solving",8,Entry-level (0-2 years),1.0,College,Agriculture,XLSX,,,,0,0,0,False,"Job Role: Horticulture Intern. Skills: Plant Biology, Soil Testing, Irrigation Techniques, Garden Tools, Pest Control, Documentation, Observation, Problem Solving. Experience: Entry-level (0-2 years). Domain: Agriculture"
161,Veterinary Intern,"Animal Care, Basic Diagnosis, Lab Tests, Observation, Record Keeping, Empathy, Communication",7,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Veterinary Intern. Skills: Animal Care, Basic Diagnosis, Lab Tests, Observation, Record Keeping, Empathy, Communication. Experience: Entry-level (0-2 years). Domain: Medical"
162,Research Assistant,"Data Collection, Data Analysis, Literature Review, Report Writing, Fieldwork, Critical Thinking, Problem Solving",7,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Research Assistant. Skills: Data Collection, Data Analysis, Literature Review, Report Writing, Fieldwork, Critical Thinking, Problem Solving. Experience: Entry-level (0-2 years). Domain: Research"
163,Civil Design Intern,"AutoCAD, STAAD Pro, Surveying, Project Planning, Drafting, Safety Protocols, Problem Solving, Reporting",8,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Civil Design Intern. Skills: AutoCAD, STAAD Pro, Surveying, Project Planning, Drafting, Safety Protocols, Problem Solving, Reporting. Experience: Entry-level (0-2 years). Domain: Technical"
164,Game Developer,"Unity, C#, Game Logic, 3D Modelling, Physics, Animation, Problem Solving, Debugging, Collaboration",9,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Game Developer. Skills: Unity, C#, Game Logic, 3D Modelling, Physics, Animation, Problem Solving, Debugging, Collaboration. Experience: Entry-level (0-2 years). Domain: Technical"
165,Game Designer,"Game Logic, Unity, Storyboarding, Creativity, UI/UX, 3D Modelling, Problem Solving, Teamwork",8,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Game Designer. Skills: Game Logic, Unity, Storyboarding, Creativity, UI/UX, 3D Modelling, Problem Solving, Teamwork. Experience: Entry-level (0-2 years). Domain: Technical"
166,Social Media Intern,"Content Creation, Scheduling, Analytics, SEO, Creativity, Communication, Graphic Design Basics",7,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Social Media Intern. Skills: Content Creation, Scheduling, Analytics, SEO, Creativity, Communication, Graphic Design Basics. Experience: Entry-level (0-2 years). Domain: Non-Technical"
167,Content Editor,"Proofreading, Editing, Grammar, Research, Writing, Attention to Detail, Communication",7,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Content Editor. Skills: Proofreading, Editing, Grammar, Research, Writing, Attention to Detail, Communication. Experience: Entry-level (0-2 years). Domain: Non-Technical"
168,Finance Analyst,"Excel, Accounting Basics, Reporting, Analysis, Presentation, Bookkeeping, Critical Thinking",7,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Finance Analyst. Skills: Excel, Accounting Basics, Reporting, Analysis, Presentation, Bookkeeping, Critical Thinking. Experience: Entry-level (0-2 years). Domain: Finance"
169,Electrical Research Intern,"Circuit Design, MATLAB, Electronics Testing, Troubleshooting, Documentation, Research Methods, Problem Solving",7,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Electrical Research Intern. Skills: Circuit Design, MATLAB, Electronics Testing, Troubleshooting, Documentation, Research Methods, Problem Solving. Experience: Entry-level (0-2 years). Domain: Research"
170,Mechanical Research Intern,"CAD, SolidWorks, Thermodynamics, Experimental Design, Material Science, Problem Solving, Report Writing",7,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Mechanical Research Intern. Skills: CAD, SolidWorks, Thermodynamics, Experimental Design, Material Science, Problem Solving, Report Writing. Experience: Entry-level (0-2 years). Domain: Research"
171,AI/ML Research Intern,"Python, TensorFlow, Machine Learning, Deep Learning, Data Analysis, Model Evaluation, Research, Problem Solving",8,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: AI/ML Research Intern. Skills: Python, TensorFlow, Machine Learning, Deep Learning, Data Analysis, Model Evaluation, Research, Problem Solving. Experience: Entry-level (0-2 years). Domain: Research"
172,Chemical Lab Technician,"Lab Safety, Chemical Handling, Titration, Documentation, Sample Analysis, Problem Solving, Attention to Detail",7,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Chemical Lab Technician. Skills: Lab Safety, Chemical Handling, Titration, Documentation, Sample Analysis, Problem Solving, Attention to Detail. Experience: Entry-level (0-2 years). Domain: Medical"
173,Graphic Design Intern,"Photoshop, Illustrator, Creativity, Branding, UI/UX, Layout Design, Typography, Communication",8,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Graphic Design Intern. Skills: Photoshop, Illustrator, Creativity, Branding, UI/UX, Layout Design, Typography, Communication. Experience: Entry-level (0-2 years). Domain: Non-Technical"
174,Animation Designer,"Adobe Animate, Storyboarding, Creativity, Blender Basics, 2D/3D Animation, Timing, Problem Solving",7,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Animation Designer. Skills: Adobe Animate, Storyboarding, Creativity, Blender Basics, 2D/3D Animation, Timing, Problem Solving. Experience: Entry-level (0-2 years). Domain: Non-Technical"
175,Digital Content Creator,"Video Editing, Canva, Social Media, Creativity, Communication, Basic SEO, Content Planning",7,Entry-level (0-2 years),1.0,College,Non-Technical,XLSX,,,,0,0,0,False,"Job Role: Digital Content Creator. Skills: Video Editing, Canva, Social Media, Creativity, Communication, Basic SEO, Content Planning. Experience: Entry-level (0-2 years). Domain: Non-Technical"
176,Accounting Assistant,"Excel, Bookkeeping, Ledger Management, Accounting Principles, Attention to Detail, Reporting, Documentation",7,Entry-level (0-2 years),1.0,College,Finance,XLSX,,,,0,0,0,False,"Job Role: Accounting Assistant. Skills: Excel, Bookkeeping, Ledger Management, Accounting Principles, Attention to Detail, Reporting, Documentation. Experience: Entry-level (0-2 years). Domain: Finance"
177,Machine Learning Engineer,"Python, TensorFlow, PyTorch, Scikit-learn, NumPy, Pandas, Data Cleaning, Feature Engineering, Model Deployment, Evaluation, Problem Solving",11,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Machine Learning Engineer. Skills: Python, TensorFlow, PyTorch, Scikit-learn, NumPy, Pandas, Data Cleaning, Feature Engineering, Model Deployment, Evaluation, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
178,NLP Engineer,"Python, NLTK, SpaCy, Transformers, Data Preprocessing, Text Analysis, Model Training, Evaluation, Problem Solving",9,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: NLP Engineer. Skills: Python, NLTK, SpaCy, Transformers, Data Preprocessing, Text Analysis, Model Training, Evaluation, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
179,IoT Engineer,"Arduino, Raspberry Pi, Python, Sensors, Networking, Embedded Systems, Circuit Design, Data Analysis, Problem Solving",9,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: IoT Engineer. Skills: Arduino, Raspberry Pi, Python, Sensors, Networking, Embedded Systems, Circuit Design, Data Analysis, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
180,Network Engineer,"Networking, Cisco, Firewall Configuration, Linux, Packet Tracing, Troubleshooting, Problem Solving, Communication",8,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Network Engineer. Skills: Networking, Cisco, Firewall Configuration, Linux, Packet Tracing, Troubleshooting, Problem Solving, Communication. Experience: Entry-level (0-2 years). Domain: Technical"
181,Database Administrator,"SQL, Database Design, Backup & Recovery, Query Optimization, Security, Performance Tuning, Problem Solving",7,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Database Administrator. Skills: SQL, Database Design, Backup & Recovery, Query Optimization, Security, Performance Tuning, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
182,QA Engineer,"Manual Testing, Selenium, JIRA, Test Case Design, Bug Reporting, Communication, Problem Solving",7,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: QA Engineer. Skills: Manual Testing, Selenium, JIRA, Test Case Design, Bug Reporting, Communication, Problem Solving. Experience: Entry-level (0-2 years). Domain: Technical"
183,Embedded Systems Engineer,"C, C++, Microcontrollers, RTOS, Sensors, Actuators, Circuit Design, Problem Solving, Debugging",9,Entry-level (0-2 years),1.0,College,Technical,XLSX,,,,0,0,0,False,"Job Role: Embedded Systems Engineer. Skills: C, C++, Microcontrollers, RTOS, Sensors, Actuators, Circuit Design, Problem Solving, Debugging. Experience: Entry-level (0-2 years). Domain: Technical"
184,Aeronautical Engineer,"Flight Dynamics, CAD, Aerodynamics, CFD, Simulation, MATLAB, Troubleshooting, Problem Solving",8,Entry-level (0-2 years),1.0,College,Aerospace,XLSX,,,,0,0,0,False,"Job Role: Aeronautical Engineer. Skills: Flight Dynamics, CAD, Aerodynamics, CFD, Simulation, MATLAB, Troubleshooting, Problem Solving. Experience: Entry-level (0-2 years). Domain: Aerospace"
185,Mechanical Design Engineer,"CAD, SolidWorks, AutoCAD, Material Knowledge, Manufacturing Processes, Problem Solving, MATLAB, Simulation",8,Entry-level (0-2 years),1.0,College,Mechanical,XLSX,,,,0,0,0,False,"Job Role: Mechanical Design Engineer. Skills: CAD, SolidWorks, AutoCAD, Material Knowledge, Manufacturing Processes, Problem Solving, MATLAB, Simulation. Experience: Entry-level (0-2 years). Domain: Mechanical"
186,Electrical Design Engineer,"Circuit Design, MATLAB, AutoCAD Electrical, Power Systems, Electronics Testing, Troubleshooting, Documentation",7,Entry-level (0-2 years),1.0,College,Electrical,XLSX,,,,0,0,0,False,"Job Role: Electrical Design Engineer. Skills: Circuit Design, MATLAB, AutoCAD Electrical, Power Systems, Electronics Testing, Troubleshooting, Documentation. Experience: Entry-level (0-2 years). Domain: Electrical"
187,Civil Research Intern,"AutoCAD, STAAD Pro, Surveying, Structural Analysis, Experimental Design, Field Data Collection, Report Writing, Problem Solving",8,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Civil Research Intern. Skills: AutoCAD, STAAD Pro, Surveying, Structural Analysis, Experimental Design, Field Data Collection, Report Writing, Problem Solving. Experience: Entry-level (0-2 years). Domain: Research"
188,Mechanical Research Intern,"CAD, SolidWorks, Thermodynamics, Materials Testing, Data Analysis, Simulation, Report Writing, Problem Solving",8,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Mechanical Research Intern. Skills: CAD, SolidWorks, Thermodynamics, Materials Testing, Data Analysis, Simulation, Report Writing, Problem Solving. Experience: Entry-level (0-2 years). Domain: Research"
189,Electrical Research Intern,"Circuit Design, MATLAB, Electronics Testing, Data Analysis, Simulation, Documentation, Problem Solving",7,Entry-level (0-2 years),1.0,College,Research,XLSX,,,,0,0,0,False,"Job Role: Electrical Research Intern. Skills: Circuit Design, MATLAB, Electronics Testing, Data Analysis, Simulation, Documentation, Problem Solving. Experience: Entry-level (0-2 years). Domain: Research"
190,Medical Research Intern,"Clinical Trials, Lab Testing, Data Analysis, Research Methodology, Report Writing, Observation, Critical Thinking",7,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Medical Research Intern. Skills: Clinical Trials, Lab Testing, Data Analysis, Research Methodology, Report Writing, Observation, Critical Thinking. Experience: Entry-level (0-2 years). Domain: Medical"
191,Pharma Research Intern,"Lab Techniques, Drug Analysis, Safety Protocols, Data Recording, Literature Review, Experiment Design, Problem Solving",7,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Pharma Research Intern. Skills: Lab Techniques, Drug Analysis, Safety Protocols, Data Recording, Literature Review, Experiment Design, Problem Solving. Experience: Entry-level (0-2 years). Domain: Medical"
192,Nurse Intern,"Patient Care, Vital Monitoring, Basic Clinical Procedures, Hygiene, Record Keeping, Communication, Empathy",7,Beginner,0.0,School,Medical,XLSX,,,,0,0,0,False,"Job Role: Nurse Intern. Skills: Patient Care, Vital Monitoring, Basic Clinical Procedures, Hygiene, Record Keeping, Communication, Empathy. Experience: Beginner. Domain: Medical"
193,Lab Technician,"Observation, Sample Handling, Experiment Documentation, Equipment Cleaning, Basic Lab Techniques, Attention to Detail",6,Beginner,0.0,School,Medical,XLSX,,,,0,0,0,False,"Job Role: Lab Technician. Skills: Observation, Sample Handling, Experiment Documentation, Equipment Cleaning, Basic Lab Techniques, Attention to Detail. Experience: Beginner. Domain: Medical"
194,Agriculture Researcher,"Soil Science, Crop Analysis, Irrigation, Data Collection, Pest Management, Documentation, Observation, Problem Solving",8,Entry-level (0-2 years),1.0,College,Agriculture,XLSX,,,,0,0,0,False,"Job Role: Agriculture Researcher. Skills: Soil Science, Crop Analysis, Irrigation, Data Collection, Pest Management, Documentation, Observation, Problem Solving. Experience: Entry-level (0-2 years). Domain: Agriculture"
195,Horticulture Researcher,"Plant Biology, Soil Testing, Irrigation, Garden Maintenance, Pest Control, Data Collection, Reporting",7,Entry-level (0-2 years),1.0,College,Agriculture,XLSX,,,,0,0,0,False,"Job Role: Horticulture Researcher. Skills: Plant Biology, Soil Testing, Irrigation, Garden Maintenance, Pest Control, Data Collection, Reporting. Experience: Entry-level (0-2 years). Domain: Agriculture"
196,Veterinary Assistant,"Animal Care, Basic Diagnosis, Lab Tests, Observation, Record Keeping, Communication, Empathy",7,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Veterinary Assistant. Skills: Animal Care, Basic Diagnosis, Lab Tests, Observation, Record Keeping, Communication, Empathy. Experience: Entry-level (0-2 years). Domain: Medical"
197,Food Technology Intern,"Food Safety, Quality Control, Lab Techniques, Data Recording, Problem Solving, Observation, Documentation",7,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Food Technology Intern. Skills: Food Safety, Quality Control, Lab Techniques, Data Recording, Problem Solving, Observation, Documentation. Experience: Entry-level (0-2 years). Domain: Medical"
198,Biotechnology Intern,"PCR, Gel Electrophoresis, Lab Safety, Data Analysis, Experiment Design, Research Methods, Problem Solving",7,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Biotechnology Intern. Skills: PCR, Gel Electrophoresis, Lab Safety, Data Analysis, Experiment Design, Research Methods, Problem Solving. Experience: Entry-level (0-2 years). Domain: Medical"
199,Chemical Lab Intern,"Lab Safety, Titration, Chemical Handling, Sample Analysis, Data Recording, Problem Solving, Documentation",7,Entry-level (0-2 years),1.0,College,Medical,XLSX,,,,0,0,0,False,"Job Role: Chemical Lab Intern. Skills: Lab Safety, Titration, Chemical Handling, Sample Analysis, Data Recording, Problem Solving, Documentation. Experience: Entry-level (0-2 years). Domain: Medical"
200,Mechanical Technician,"CAD, SolidWorks, Fabrication, Machine Operation, Material Knowledge, Problem Solving, Teamwork",7,Entry-level (0-2 years),1.0,College,Mechanical,XLSX,,,,0,0,0,False,"Job Role: Mechanical Technician. Skills: CAD, SolidWorks, Fabrication, Machine Operation, Material Knowledge, Problem Solving, Teamwork. Experience: Entry-level (0-2 years). Domain: Mechanical"
201,Electrical Technician,"Circuit Design, Electronics Testing, Wiring, Troubleshooting, Safety Protocols, Documentation",6,Entry-level (0-2 years),1.0,College,Electrical,XLSX,,,,0,0,0,False,"Job Role: Electrical Technician. Skills: Circuit Design, Electronics Testing, Wiring, Troubleshooting, Safety Protocols, Documentation. Experience: Entry-level (0-2 years). Domain: Electrical"
202,Civil Technician,"AutoCAD, Surveying, Drafting, Project Planning, Safety, Reporting, Problem Solving",7,Entry-level (0-2 years),1.0,College,Civil,XLSX,,,,0,0,0,False,"Job Role: Civil Technician. Skills: AutoCAD, Surveying, Drafting, Project Planning, Safety, Reporting, Problem Solving. Experience: Entry-level (0-2 years). Domain: Civil"
