Job_ID,Job_Role,Skills,Skills_Normalised,Skills_List,Projects,Companies,Domain,Target_Students,Experience_Label,Experience_Level,Salary_Range,Salary_Min,Salary_Max,Salary_Avg,Has_Salary_Data,Skill_Count,Skill_Count_Outlier,Embedding_Text
177,Machine Learning Engineer,"Python, TensorFlow, PyTorch, Scikit-learn, NumPy, Pandas, Data Cleaning, Feature Engineering, Model Deployment, Evaluation, Problem Solving",python | tensorflow | pytorch | scikit learn | numpy | pandas | data cleaning | feature engineering | model deployment | evaluation | problem solving,"[""python"", ""tensorflow"", ""pytorch"", ""scikit learn"", ""numpy"", ""pandas"", ""data cleaning"", ""feature engineering"", ""model deployment"", ""evaluation"", ""problem solving""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,11,False,"Job Role: Machine Learning Engineer. Skills: Python, TensorFlow, PyTorch, Scikit-learn, NumPy, Pandas, Data Cleaning, Feature Engineering, Model Deployment, Evaluation, Problem Solving. Experience: Entry-level (0-2 years)"
178,Nlp Engineer,"Python, NLTK, SpaCy, Transformers, Data Preprocessing, Text Analysis, Model Training, Evaluation, Problem Solving",python | nltk | spacy | transformers | data preprocessing | text analysis | model training | evaluation | problem solving,"[""python"", ""nltk"", ""spacy"", ""transformers"", ""data preprocessing"", ""text analysis"", ""model training"", ""evaluation"", ""problem solving""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,9,False,"Job Role: Nlp Engineer. Skills: Python, NLTK, SpaCy, Transformers, Data Preprocessing, Text Analysis, Model Training, Evaluation, Problem Solving. Experience: Entry-level (0-2 years)"
179,Iot Engineer,"Arduino, Raspberry Pi, Python, Sensors, Networking, Embedded Systems, Circuit Design, Data Analysis, Problem Solving",arduino | raspberry pi | python | sensors | networking | embedded systems | circuit design | data analysis | problem solving,"[""arduino"", ""raspberry pi"", ""python"", ""sensors"", ""networking"", ""embedded systems"", ""circuit design"", ""data analysis"", ""problem solving""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,9,False,"Job Role: Iot Engineer. Skills: Arduino, Raspberry Pi, Python, Sensors, Networking, Embedded Systems, Circuit Design, Data Analysis, Problem Solving. Experience: Entry-level (0-2 years)"
180,Network Engineer,"Networking, Cisco, Firewall Configuration, Linux, Packet Tracing, Troubleshooting, Problem Solving, Communication",networking | cisco | firewall configuration | linux | packet tracing | troubleshooting | problem solving | communication,"[""networking"", ""cisco"", ""firewall configuration"", ""linux"", ""packet tracing"", ""troubleshooting"", ""problem solving"", ""communication""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,8,False,"Job Role: Network Engineer. Skills: Networking, Cisco, Firewall Configuration, Linux, Packet Tracing, Troubleshooting, Problem Solving, Communication. Experience: Entry-level (0-2 years)"
181,Database Administrator,"SQL, Database Design, Backup & Recovery, Query Optimization, Security, Performance Tuning, Problem Solving",sql | database design | backup recovery | query optimization | security | performance tuning | problem solving,"[""sql"", ""database design"", ""backup recovery"", ""query optimization"", ""security"", ""performance tuning"", ""problem solving""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Database Administrator. Skills: SQL, Database Design, Backup & Recovery, Query Optimization, Security, Performance Tuning, Problem Solving. Experience: Entry-level (0-2 years)"
182,Qa Engineer,"Manual Testing, Selenium, JIRA, Test Case Design, Bug Reporting, Communication, Problem Solving",manual testing | selenium | jira | test case design | bug reporting | communication | problem solving,"[""manual testing"", ""selenium"", ""jira"", ""test case design"", ""bug reporting"", ""communication"", ""problem solving""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Qa Engineer. Skills: Manual Testing, Selenium, JIRA, Test Case Design, Bug Reporting, Communication, Problem Solving. Experience: Entry-level (0-2 years)"
183,Embedded Systems Engineer,"C, C++, Microcontrollers, RTOS, Sensors, Actuators, Circuit Design, Problem Solving, Debugging",c | c++ | microcontrollers | rtos | sensors | actuators | circuit design | problem solving | debugging,"[""c"", ""c++"", ""microcontrollers"", ""rtos"", ""sensors"", ""actuators"", ""circuit design"", ""problem solving"", ""debugging""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,9,False,"Job Role: Embedded Systems Engineer. Skills: C, C++, Microcontrollers, RTOS, Sensors, Actuators, Circuit Design, Problem Solving, Debugging. Experience: Entry-level (0-2 years)"
184,Aeronautical Engineer,"Flight Dynamics, CAD, Aerodynamics, CFD, Simulation, MATLAB, Troubleshooting, Problem Solving",flight dynamics | cad design | aerodynamics | cfd | simulation | matlab | troubleshooting | problem solving,"[""flight dynamics"", ""cad design"", ""aerodynamics"", ""cfd"", ""simulation"", ""matlab"", ""troubleshooting"", ""problem solving""]",,,Aerospace,College,Entry-level (0-2 years),1.0,,0,0,0,False,8,False,"Job Role: Aeronautical Engineer. Skills: Flight Dynamics, CAD, Aerodynamics, CFD, Simulation, MATLAB, Troubleshooting, Problem Solving. Experience: Entry-level (0-2 years)"
185,Mechanical Design Engineer,"CAD, SolidWorks, AutoCAD, Material Knowledge, Manufacturing Processes, Problem Solving, MATLAB, Simulation",cad design | solidworks | autocad | material knowledge | manufacturing processes | problem solving | matlab | simulation,"[""cad design"", ""solidworks"", ""autocad"", ""material knowledge"", ""manufacturing processes"", ""problem solving"", ""matlab"", ""simulation""]",,,Mechanical,College,Entry-level (0-2 years),1.0,,0,0,0,False,8,False,"Job Role: Mechanical Design Engineer. Skills: CAD, SolidWorks, AutoCAD, Material Knowledge, Manufacturing Processes, Problem Solving, MATLAB, Simulation. Experience: Entry-level (0-2 years)"
186,Electrical Design Engineer,"Circuit Design, MATLAB, AutoCAD Electrical, Power Systems, Electronics Testing, Troubleshooting, Documentation",circuit design | matlab | autocad electrical | power systems | electronics testing | troubleshooting | documentation,"[""circuit design"", ""matlab"", ""autocad electrical"", ""power systems"", ""electronics testing"", ""troubleshooting"", ""documentation""]",,,Electrical,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Electrical Design Engineer. Skills: Circuit Design, MATLAB, AutoCAD Electrical, Power Systems, Electronics Testing, Troubleshooting, Documentation. Experience: Entry-level (0-2 years)"
187,Civil Research Intern,"AutoCAD, STAAD Pro, Surveying, Structural Analysis, Experimental Design, Field Data Collection, Report Writing, Problem Solving",autocad | staad pro | surveying | structural analysis | experimental design | field data collection | report writing | problem solving,"[""autocad"", ""staad pro"", ""surveying"", ""structural analysis"", ""experimental design"", ""field data collection"", ""report writing"", ""problem solving""]",,,Research,College,Entry-level (0-2 years),1.0,,0,0,0,False,8,False,"Job Role: Civil Research Intern. Skills: AutoCAD, STAAD Pro, Surveying, Structural Analysis, Experimental Design, Field Data Collection, Report Writing, Problem Solving. Experience: Entry-level (0-2 years)"
188,Mechanical Research Intern,"CAD, SolidWorks, Thermodynamics, Materials Testing, Data Analysis, Simulation, Report Writing, Problem Solving",cad design | solidworks | thermodynamics | materials testing | data analysis | simulation | report writing | problem solving,"[""cad design"", ""solidworks"", ""thermodynamics"", ""materials testing"", ""data analysis"", ""simulation"", ""report writing"", ""problem solving""]",,,Research,College,Entry-level (0-2 years),1.0,,0,0,0,False,8,False,"Job Role: Mechanical Research Intern. Skills: CAD, SolidWorks, Thermodynamics, Materials Testing, Data Analysis, Simulation, Report Writing, Problem Solving. Experience: Entry-level (0-2 years)"
189,Electrical Research Intern,"Circuit Design, MATLAB, Electronics Testing, Data Analysis, Simulation, Documentation, Problem Solving",circuit design | matlab | electronics testing | data analysis | simulation | documentation | problem solving,"[""circuit design"", ""matlab"", ""electronics testing"", ""data analysis"", ""simulation"", ""documentation"", ""problem solving""]",,,Research,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Electrical Research Intern. Skills: Circuit Design, MATLAB, Electronics Testing, Data Analysis, Simulation, Documentation, Problem Solving. Experience: Entry-level (0-2 years)"
190,Medical Research Intern,"Clinical Trials, Lab Testing, Data Analysis, Research Methodology, Report Writing, Observation, Critical Thinking",clinical trials | lab testing | data analysis | research methodology | report writing | observation | critical thinking,"[""clinical trials"", ""lab testing"", ""data analysis"", ""research methodology"", ""report writing"", ""observation"", ""critical thinking""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Medical Research Intern. Skills: Clinical Trials, Lab Testing, Data Analysis, Research Methodology, Report Writing, Observation, Critical Thinking. Experience: Entry-level (0-2 years)"
191,Pharma Research Intern,"Lab Techniques, Drug Analysis, Safety Protocols, Data Recording, Literature Review, Experiment Design, Problem Solving",lab techniques | drug analysis | safety protocols | data recording | literature review | experiment design | problem solving,"[""lab techniques"", ""drug analysis"", ""safety protocols"", ""data recording"", ""literature review"", ""experiment design"", ""problem solving""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Pharma Research Intern. Skills: Lab Techniques, Drug Analysis, Safety Protocols, Data Recording, Literature Review, Experiment Design, Problem Solving. Experience: Entry-level (0-2 years)"
192,Nurse Intern,"Patient Care, Vital Monitoring, Basic Clinical Procedures, Hygiene, Record Keeping, Communication, Empathy",patient care | vital monitoring | basic clinical procedures | hygiene | record keeping | communication | empathy,"[""patient care"", ""vital monitoring"", ""basic clinical procedures"", ""hygiene"", ""record keeping"", ""communication"", ""empathy""]",,,Medical,School,Beginner / Intern,0.0,,0,0,0,False,7,False,"Job Role: Nurse Intern. Skills: Patient Care, Vital Monitoring, Basic Clinical Procedures, Hygiene, Record Keeping, Communication, Empathy. Experience: Beginner"
193,Lab Technician,"Observation, Sample Handling, Experiment Documentation, Equipment Cleaning, Basic Lab Techniques, Attention to Detail",observation | sample handling | experiment documentation | equipment cleaning | basic lab techniques | attention to detail,"[""observation"", ""sample handling"", ""experiment documentation"", ""equipment cleaning"", ""basic lab techniques"", ""attention to detail""]",,,Medical,School,Beginner / Intern,0.0,,0,0,0,False,6,False,"Job Role: Lab Technician. Skills: Observation, Sample Handling, Experiment Documentation, Equipment Cleaning, Basic Lab Techniques, Attention to Detail. Experience: Beginner"
194,Agriculture Researcher,"Soil Science, Crop Analysis, Irrigation, Data Collection, Pest Management, Documentation, Observation, Problem Solving",soil science | crop analysis | irrigation | data collection | pest management | documentation | observation | problem solving,"[""soil science"", ""crop analysis"", ""irrigation"", ""data collection"", ""pest management"", ""documentation"", ""observation"", ""problem solving""]",,,Agriculture,College,Entry-level (0-2 years),1.0,,0,0,0,False,8,False,"Job Role: Agriculture Researcher. Skills: Soil Science, Crop Analysis, Irrigation, Data Collection, Pest Management, Documentation, Observation, Problem Solving. Experience: Entry-level (0-2 years)"
195,Horticulture Researcher,"Plant Biology, Soil Testing, Irrigation, Garden Maintenance, Pest Control, Data Collection, Reporting",plant biology | soil testing | irrigation | garden maintenance | pest control | data collection | reporting,"[""plant biology"", ""soil testing"", ""irrigation"", ""garden maintenance"", ""pest control"", ""data collection"", ""reporting""]",,,Agriculture,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Horticulture Researcher. Skills: Plant Biology, Soil Testing, Irrigation, Garden Maintenance, Pest Control, Data Collection, Reporting. Experience: Entry-level (0-2 years)"
196,Veterinary Assistant,"Animal Care, Basic Diagnosis, Lab Tests, Observation, Record Keeping, Communication, Empathy",animal care | basic diagnosis | lab tests | observation | record keeping | communication | empathy,"[""animal care"", ""basic diagnosis"", ""lab tests"", ""observation"", ""record keeping"", ""communication"", ""empathy""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Veterinary Assistant. Skills: Animal Care, Basic Diagnosis, Lab Tests, Observation, Record Keeping, Communication, Empathy. Experience: Entry-level (0-2 years)"
197,Food Technology Intern,"Food Safety, Quality Control, Lab Techniques, Data Recording, Problem Solving, Observation, Documentation",food safety | quality control | lab techniques | data recording | problem solving | observation | documentation,"[""food safety"", ""quality control"", ""lab techniques"", ""data recording"", ""problem solving"", ""observation"", ""documentation""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Food Technology Intern. Skills: Food Safety, Quality Control, Lab Techniques, Data Recording, Problem Solving, Observation, Documentation. Experience: Entry-level (0-2 years)"
198,Biotechnology Intern,"PCR, Gel Electrophoresis, Lab Safety, Data Analysis, Experiment Design, Research Methods, Problem Solving",pcr | gel electrophoresis | lab safety | data analysis | experiment design | research methods | problem solving,"[""pcr"", ""gel electrophoresis"", ""lab safety"", ""data analysis"", ""experiment design"", ""research methods"", ""problem solving""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Biotechnology Intern. Skills: PCR, Gel Electrophoresis, Lab Safety, Data Analysis, Experiment Design, Research Methods, Problem Solving. Experience: Entry-level (0-2 years)"
199,Chemical Lab Intern,"Lab Safety, Titration, Chemical Handling, Sample Analysis, Data Recording, Problem Solving, Documentation",lab safety | titration | chemical handling | sample analysis | data recording | problem solving | documentation,"[""lab safety"", ""titration"", ""chemical handling"", ""sample analysis"", ""data recording"", ""problem solving"", ""documentation""]",,,Medical,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Chemical Lab Intern. Skills: Lab Safety, Titration, Chemical Handling, Sample Analysis, Data Recording, Problem Solving, Documentation. Experience: Entry-level (0-2 years)"
200,Mechanical Technician,"CAD, SolidWorks, Fabrication, Machine Operation, Material Knowledge, Problem Solving, Teamwork",cad design | solidworks | fabrication | machine operation | material knowledge | problem solving | teamwork,"[""cad design"", ""solidworks"", ""fabrication"", ""machine operation"", ""material knowledge"", ""problem solving"", ""teamwork""]",,,Mechanical,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Mechanical Technician. Skills: CAD, SolidWorks, Fabrication, Machine Operation, Material Knowledge, Problem Solving, Teamwork. Experience: Entry-level (0-2 years)"
201,Electrical Technician,"Circuit Design, Electronics Testing, Wiring, Troubleshooting, Safety Protocols, Documentation",circuit design | electronics testing | wiring | troubleshooting | safety protocols | documentation,"[""circuit design"", ""electronics testing"", ""wiring"", ""troubleshooting"", ""safety protocols"", ""documentation""]",,,Electrical,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Electrical Technician. Skills: Circuit Design, Electronics Testing, Wiring, Troubleshooting, Safety Protocols, Documentation. Experience: Entry-level (0-2 years)"
202,Civil Technician,"AutoCAD, Surveying, Drafting, Project Planning, Safety, Reporting, Problem Solving",autocad | surveying | drafting | project planning | safety | reporting | problem solving,"[""autocad"", ""surveying"", ""drafting"", ""project planning"", ""safety"", ""reporting"", ""problem solving""]",,,Civil,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Civil Technician. Skills: AutoCAD, Surveying, Drafting, Project Planning, Safety, Reporting, Problem Solving. Experience: Entry-level (0-2 years)"
203,Interior Designer,"AutoCAD, SketchUp, Creativity, Color Theory, Space Planning, Presentation, Communication",autocad | sketchup | creativity | color theory | space planning | presentation | communication,"[""autocad"", ""sketchup"", ""creativity"", ""color theory"", ""space planning"", ""presentation"", ""communication""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Interior Designer. Skills: AutoCAD, SketchUp, Creativity, Color Theory, Space Planning, Presentation, Communication. Experience: Entry-level (0-2 years)"
204,Fashion Designer,"Sketching, Textile Knowledge, CAD for Fashion, Creativity, Color Theory, Sewing, Trend Analysis",sketching | textile knowledge | cad for fashion | creativity | color theory | sewing | trend analysis,"[""sketching"", ""textile knowledge"", ""cad for fashion"", ""creativity"", ""color theory"", ""sewing"", ""trend analysis""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Fashion Designer. Skills: Sketching, Textile Knowledge, CAD for Fashion, Creativity, Color Theory, Sewing, Trend Analysis. Experience: Entry-level (0-2 years)"
205,Graphic Designer,"Photoshop, Illustrator, Creativity, Branding, Typography, Layout Design, Communication",photoshop | illustrator | creativity | branding | typography | layout design | communication,"[""photoshop"", ""illustrator"", ""creativity"", ""branding"", ""typography"", ""layout design"", ""communication""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Graphic Designer. Skills: Photoshop, Illustrator, Creativity, Branding, Typography, Layout Design, Communication. Experience: Entry-level (0-2 years)"
206,Ui/Ux Designer,"Figma, Wireframing, Prototyping, User Research, Usability Testing, Communication, Problem Solving",figma | wireframing | prototyping | user research | usability testing | communication | problem solving,"[""figma"", ""wireframing"", ""prototyping"", ""user research"", ""usability testing"", ""communication"", ""problem solving""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Ui/Ux Designer. Skills: Figma, Wireframing, Prototyping, User Research, Usability Testing, Communication, Problem Solving. Experience: Entry-level (0-2 years)"
207,Digital Marketing Executive,"SEO, Google Analytics, Social Media Management, Content Creation, Email Marketing, Copywriting, Communication",seo | google analytics | social media management | content creation | email marketing | copywriting | communication,"[""seo"", ""google analytics"", ""social media management"", ""content creation"", ""email marketing"", ""copywriting"", ""communication""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Digital Marketing Executive. Skills: SEO, Google Analytics, Social Media Management, Content Creation, Email Marketing, Copywriting, Communication. Experience: Entry-level (0-2 years)"
208,Content Writer,"Creative Writing, Research, SEO, Proofreading, Editing, Communication, Storytelling, Time Management",creative writing | research | seo | proofreading | editing | communication | storytelling | time management,"[""creative writing"", ""research"", ""seo"", ""proofreading"", ""editing"", ""communication"", ""storytelling"", ""time management""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,8,False,"Job Role: Content Writer. Skills: Creative Writing, Research, SEO, Proofreading, Editing, Communication, Storytelling, Time Management. Experience: Entry-level (0-2 years)"
209,Technical Writer,"Documentation, Research, Communication, MS Office, Problem Solving, Editing, Attention to Detail",documentation | research | communication | ms office | problem solving | editing | attention to detail,"[""documentation"", ""research"", ""communication"", ""ms office"", ""problem solving"", ""editing"", ""attention to detail""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Technical Writer. Skills: Documentation, Research, Communication, MS Office, Problem Solving, Editing, Attention to Detail. Experience: Entry-level (0-2 years)"
210,Finance Analyst,"Accounting, Financial Modeling, Excel, Reporting, Corporate Finance, Valuation, Communication, Problem Solving",accounting | financial modeling | excel | reporting | corporate finance | valuation | communication | problem solving,"[""accounting"", ""financial modeling"", ""excel"", ""reporting"", ""corporate finance"", ""valuation"", ""communication"", ""problem solving""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,8,False,"Job Role: Finance Analyst. Skills: Accounting, Financial Modeling, Excel, Reporting, Corporate Finance, Valuation, Communication, Problem Solving. Experience: Entry-level (0-2 years)"
211,Investment Banking Intern,"Financial Modeling, Excel, Market Analysis, Valuation, Corporate Finance, Reporting, Communication",financial modeling | excel | market analysis | valuation | corporate finance | reporting | communication,"[""financial modeling"", ""excel"", ""market analysis"", ""valuation"", ""corporate finance"", ""reporting"", ""communication""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Investment Banking Intern. Skills: Financial Modeling, Excel, Market Analysis, Valuation, Corporate Finance, Reporting, Communication. Experience: Entry-level (0-2 years)"
212,Accounting Assistant,"Excel, Bookkeeping, Ledger Management, Accounting Principles, Documentation, Attention to Detail",excel | bookkeeping | ledger management | accounting principles | documentation | attention to detail,"[""excel"", ""bookkeeping"", ""ledger management"", ""accounting principles"", ""documentation"", ""attention to detail""]",,,Finance,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Accounting Assistant. Skills: Excel, Bookkeeping, Ledger Management, Accounting Principles, Documentation, Attention to Detail. Experience: Entry-level (0-2 years)"
213,Hr Intern,"HR Policies, Recruitment Basics, Screening Resumes, Communication, MS Office, Employee Engagement",hr policies | recruitment basics | screening resumes | communication | ms office | employee engagement,"[""hr policies"", ""recruitment basics"", ""screening resumes"", ""communication"", ""ms office"", ""employee engagement""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Hr Intern. Skills: HR Policies, Recruitment Basics, Screening Resumes, Communication, MS Office, Employee Engagement. Experience: Entry-level (0-2 years)"
214,Event Management Intern,"Planning, Coordination, Communication, Vendor Management, Budgeting, Creativity, Teamwork",planning | coordination | communication | vendor management | budgeting | creativity | teamwork,"[""planning"", ""coordination"", ""communication"", ""vendor management"", ""budgeting"", ""creativity"", ""teamwork""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Event Management Intern. Skills: Planning, Coordination, Communication, Vendor Management, Budgeting, Creativity, Teamwork. Experience: Entry-level (0-2 years)"
218,Cloud Devops Engineer,"AWS, Docker, Kubernetes, CI/CD, Terraform, Linux, Scripting, Problem Solving",aws | docker | kubernetes | cicd | terraform | linux | scripting | problem solving,"[""aws"", ""docker"", ""kubernetes"", ""cicd"", ""terraform"", ""linux"", ""scripting"", ""problem solving""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,8,False,"Job Role: Cloud Devops Engineer. Skills: AWS, Docker, Kubernetes, CI/CD, Terraform, Linux, Scripting, Problem Solving. Experience: Entry-level (0-2 years)"
219,Cybersecurity Analyst,"Networking, Penetration Testing, Python, Ethical Hacking, Security Protocols, Incident Response",networking | penetration testing | python | ethical hacking | security protocols | incident response,"[""networking"", ""penetration testing"", ""python"", ""ethical hacking"", ""security protocols"", ""incident response""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Cybersecurity Analyst. Skills: Networking, Penetration Testing, Python, Ethical Hacking, Security Protocols, Incident Response. Experience: Entry-level (0-2 years)"
220,Ethical Hacker,"Kali Linux, Python, Networking, Vulnerability Assessment, Pen Testing, Report Writing",kali linux | python | networking | vulnerability assessment | pen testing | report writing,"[""kali linux"", ""python"", ""networking"", ""vulnerability assessment"", ""pen testing"", ""report writing""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Ethical Hacker. Skills: Kali Linux, Python, Networking, Vulnerability Assessment, Pen Testing, Report Writing. Experience: Entry-level (0-2 years)"
221,Web Developer,"HTML, CSS, JavaScript, React, Node.js, API Integration, Git, Problem Solving",html | css | javascript | react | node.js | api integration | git | problem solving,"[""html"", ""css"", ""javascript"", ""react"", ""node.js"", ""api integration"", ""git"", ""problem solving""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,8,False,"Job Role: Web Developer. Skills: HTML, CSS, JavaScript, React, Node.js, API Integration, Git, Problem Solving. Experience: Entry-level (0-2 years)"
222,Frontend Developer,"HTML, CSS, JavaScript, React, UI/UX, Problem Solving, Git, Debugging",html | css | javascript | react | ui/ux | problem solving | git | debugging,"[""html"", ""css"", ""javascript"", ""react"", ""ui/ux"", ""problem solving"", ""git"", ""debugging""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,8,False,"Job Role: Frontend Developer. Skills: HTML, CSS, JavaScript, React, UI/UX, Problem Solving, Git, Debugging. Experience: Entry-level (0-2 years)"
223,Backend Developer,"Python, Node.js, Databases, API Development, Security, Testing, Git, Problem Solving",python | node.js | databases | api development | security | testing | git | problem solving,"[""python"", ""node.js"", ""databases"", ""api development"", ""security"", ""testing"", ""git"", ""problem solving""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,8,False,"Job Role: Backend Developer. Skills: Python, Node.js, Databases, API Development, Security, Testing, Git, Problem Solving. Experience: Entry-level (0-2 years)"
224,Ai Research Intern,"Python, TensorFlow, PyTorch, Data Analysis, Research Methodology, Paper Reading, Problem Solving",python | tensorflow | pytorch | data analysis | research methodology | paper reading | problem solving,"[""python"", ""tensorflow"", ""pytorch"", ""data analysis"", ""research methodology"", ""paper reading"", ""problem solving""]",,,Research,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Ai Research Intern. Skills: Python, TensorFlow, PyTorch, Data Analysis, Research Methodology, Paper Reading, Problem Solving. Experience: Entry-level (0-2 years)"
225,Cloud Security Engineer,"AWS, Azure, Linux, Networking, Security Policies, Encryption, Scripting, Compliance",aws | azure | linux | networking | security policies | encryption | scripting | compliance,"[""aws"", ""azure"", ""linux"", ""networking"", ""security policies"", ""encryption"", ""scripting"", ""compliance""]",,,Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,8,False,"Job Role: Cloud Security Engineer. Skills: AWS, Azure, Linux, Networking, Security Policies, Encryption, Scripting, Compliance. Experience: Entry-level (0-2 years)"
226,Renewable Energy Researcher,"Solar PV, Wind Turbine Design, MATLAB, Data Analysis, Simulation, Problem Solving",solar pv | wind turbine design | matlab | data analysis | simulation | problem solving,"[""solar pv"", ""wind turbine design"", ""matlab"", ""data analysis"", ""simulation"", ""problem solving""]",,,Electrical,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Renewable Energy Researcher. Skills: Solar PV, Wind Turbine Design, MATLAB, Data Analysis, Simulation, Problem Solving. Experience: Entry-level (0-2 years)"
227,Structural Engineer,"AutoCAD, STAAD Pro, Structural Analysis, Material Knowledge, Safety Standards, Report Writing",autocad | staad pro | structural analysis | material knowledge | safety standards | report writing,"[""autocad"", ""staad pro"", ""structural analysis"", ""material knowledge"", ""safety standards"", ""report writing""]",,,Civil,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Structural Engineer. Skills: AutoCAD, STAAD Pro, Structural Analysis, Material Knowledge, Safety Standards, Report Writing. Experience: Entry-level (0-2 years)"
228,Construction Manager,"Project Management, Planning, Safety, Budgeting, Team Coordination, AutoCAD",project management | planning | safety | budgeting | team coordination | autocad,"[""project management"", ""planning"", ""safety"", ""budgeting"", ""team coordination"", ""autocad""]",,,Civil,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Construction Manager. Skills: Project Management, Planning, Safety, Budgeting, Team Coordination, AutoCAD. Experience: Entry-level (0-2 years)"
229,Environmental Scientist,"Data Analysis, GIS, Environmental Sampling, Report Writing, Observation, Research Methods",data analysis | gis | environmental sampling | report writing | observation | research methods,"[""data analysis"", ""gis"", ""environmental sampling"", ""report writing"", ""observation"", ""research methods""]",,,Research,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Environmental Scientist. Skills: Data Analysis, GIS, Environmental Sampling, Report Writing, Observation, Research Methods. Experience: Entry-level (0-2 years)"
230,Oceanography Intern,"Marine Biology, Data Collection, MATLAB, Sampling, GIS, Observation, Reporting",marine biology | data collection | matlab | sampling | gis | observation | reporting,"[""marine biology"", ""data collection"", ""matlab"", ""sampling"", ""gis"", ""observation"", ""reporting""]",,,Research,College,Entry-level (0-2 years),1.0,,0,0,0,False,7,False,"Job Role: Oceanography Intern. Skills: Marine Biology, Data Collection, MATLAB, Sampling, GIS, Observation, Reporting. Experience: Entry-level (0-2 years)"
231,Meteorology Intern,"Weather Data Analysis, GIS, MATLAB, Observation, Reporting, Research Methods",weather data analysis | gis | matlab | observation | reporting | research methods,"[""weather data analysis"", ""gis"", ""matlab"", ""observation"", ""reporting"", ""research methods""]",,,Research,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Meteorology Intern. Skills: Weather Data Analysis, GIS, MATLAB, Observation, Reporting, Research Methods. Experience: Entry-level (0-2 years)"
232,Ai Product Manager,"AI Concepts, Python Basics, Product Management, Communication, Requirement Gathering, Documentation",ai concepts | python basics | product management | communication | requirement gathering | documentation,"[""ai concepts"", ""python basics"", ""product management"", ""communication"", ""requirement gathering"", ""documentation""]",,,Non-Technical,College,Entry-level (0-2 years),1.0,,0,0,0,False,6,False,"Job Role: Ai Product Manager. Skills: AI Concepts, Python Basics, Product Management, Communication, Requirement Gathering, Documentation. Experience: Entry-level (0-2 years)"
